TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
111560,IS16_avg_1k0mode_300uA,58,62,scaleNoScaling,A,,%1.3f,,,,,111560,IS16_avg_1k0mode_300uA,57.5,62.5,scaleNoScaling,A,,%1.3f,,,,,111560,IS16_avg_1k0mode_300uA,57.5,62.5,scaleNoScaling,A,,%1.3f,,,,,111560,IS16_avg_1k0mode_300uA,57.5,62.5,scaleNoScaling,A,,%1.3f,,
111561,IS1_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111561,IS1_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111561,IS1_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111561,IS1_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111562,IS2_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111562,IS2_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111562,IS2_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111562,IS2_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111563,IS3_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111563,IS3_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111563,IS3_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111563,IS3_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111564,IS4_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111564,IS4_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111564,IS4_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111564,IS4_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111565,IS5_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111565,IS5_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111565,IS5_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111565,IS5_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111566,IS6_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111566,IS6_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111566,IS6_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111566,IS6_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111567,IS7_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111567,IS7_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111567,IS7_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111567,IS7_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111568,IS8_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111568,IS8_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111568,IS8_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111568,IS8_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111569,IS9_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111569,IS9_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111569,IS9_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111569,IS9_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111570,IS10_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111570,IS10_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111570,IS10_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111570,IS10_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111571,IS11_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111571,IS11_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111571,IS11_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111571,IS11_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111572,IS12_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111572,IS12_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111572,IS12_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111572,IS12_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111573,IS13_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111573,IS13_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111573,IS13_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111573,IS13_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111574,IS14_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111574,IS14_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111574,IS14_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111574,IS14_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111575,IS15_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111575,IS15_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111575,IS15_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111575,IS15_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111576,IS16_avg_500ohmmode_540uA,104.9,111.2,scaleNoScaling,A,,%1.3f,,,,,111576,IS16_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111576,IS16_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,,,,111576,IS16_avg_500ohmmode_540uA,104.86,111.24,scaleNoScaling,A,,%1.3f,,
111577,IS1_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111577,IS1_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111577,IS1_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111577,IS1_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111578,IS2_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111578,IS2_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111578,IS2_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111578,IS2_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111579,IS3_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111579,IS3_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111579,IS3_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111579,IS3_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111580,IS4_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111580,IS4_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111580,IS4_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111580,IS4_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111581,IS5_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111581,IS5_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111581,IS5_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111581,IS5_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111582,IS6_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111582,IS6_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111582,IS6_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111582,IS6_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111583,IS7_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111583,IS7_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111583,IS7_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111583,IS7_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111584,IS8_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111584,IS8_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111584,IS8_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111584,IS8_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111585,IS9_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111585,IS9_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111585,IS9_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111585,IS9_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111586,IS10_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111586,IS10_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111586,IS10_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111586,IS10_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111587,IS11_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111587,IS11_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111587,IS11_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111587,IS11_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111588,IS12_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111588,IS12_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111588,IS12_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111588,IS12_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111589,IS13_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111589,IS13_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111589,IS13_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111589,IS13_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111590,IS14_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111590,IS14_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111590,IS14_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111590,IS14_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111591,IS15_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111591,IS15_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111591,IS15_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111591,IS15_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111592,IS16_avg_1k0mode_400uA,77,83,scaleNoScaling,A,,%1.3f,,,,,111592,IS16_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111592,IS16_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,,,,111592,IS16_avg_1k0mode_400uA,76.5,83.5,scaleNoScaling,A,,%1.3f,,
111593,IS1_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111593,IS1_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111593,IS1_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111593,IS1_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111594,IS2_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111594,IS2_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111594,IS2_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111594,IS2_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111595,IS3_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111595,IS3_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111595,IS3_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111595,IS3_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111596,IS4_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111596,IS4_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111596,IS4_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111596,IS4_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111597,IS5_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111597,IS5_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111597,IS5_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111597,IS5_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111598,IS6_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111598,IS6_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111598,IS6_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111598,IS6_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111599,IS7_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111599,IS7_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111599,IS7_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111599,IS7_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111600,IS8_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111600,IS8_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111600,IS8_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111600,IS8_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111601,IS9_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111601,IS9_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111601,IS9_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111601,IS9_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111602,IS10_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111602,IS10_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111602,IS10_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111602,IS10_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111603,IS11_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111603,IS11_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111603,IS11_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111603,IS11_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111604,IS12_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111604,IS12_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111604,IS12_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111604,IS12_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111605,IS13_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111605,IS13_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111605,IS13_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111605,IS13_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111606,IS14_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111606,IS14_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111606,IS14_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111606,IS14_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111607,IS15_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111607,IS15_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111607,IS15_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111607,IS15_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111608,IS16_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111608,IS16_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111608,IS16_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111608,IS16_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,
111609,IS1_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111609,IS1_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111609,IS1_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111609,IS1_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111610,IS2_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111610,IS2_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111610,IS2_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111610,IS2_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111611,IS3_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111611,IS3_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111611,IS3_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111611,IS3_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111612,IS4_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111612,IS4_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111612,IS4_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111612,IS4_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111613,IS5_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111613,IS5_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111613,IS5_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111613,IS5_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111614,IS6_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111614,IS6_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111614,IS6_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111614,IS6_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111615,IS7_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111615,IS7_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111615,IS7_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111615,IS7_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111616,IS8_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111616,IS8_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111616,IS8_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111616,IS8_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111617,IS9_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111617,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111617,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111617,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111618,IS10_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111618,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111618,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111618,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111619,IS11_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111619,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111619,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111619,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111620,IS12_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111620,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111620,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111620,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111621,IS13_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111621,IS13_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111621,IS13_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111621,IS13_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111622,IS14_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111622,IS14_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111622,IS14_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111622,IS14_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111623,IS15_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111623,IS15_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111623,IS15_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111623,IS15_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111624,IS16_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111624,IS16_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111624,IS16_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111624,IS16_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,
111625,IS1_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111625,IS1_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111625,IS1_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111625,IS1_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111626,IS2_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111626,IS2_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111626,IS2_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111626,IS2_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111627,IS3_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111627,IS3_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111627,IS3_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111627,IS3_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111628,IS4_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111628,IS4_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111628,IS4_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111628,IS4_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
