TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,TestNum,TESTNAME,CHAR LoLim,CHAR HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
111622,IS11_avg_1k1mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111622,IS11_avg_1k1mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111622,IS11_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111622,IS11_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,111622,IS11_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,
111623,IS12_avg_1k1mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111623,IS12_avg_1k1mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111623,IS12_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111623,IS12_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,111623,IS12_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,
111624,IS13_avg_1k1mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111624,IS13_avg_1k1mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111624,IS13_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111624,IS13_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,111624,IS13_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,
111625,IS1_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111625,IS1_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111625,IS1_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111625,IS1_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111625,IS1_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111626,IS2_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111626,IS2_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111626,IS2_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111626,IS2_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111626,IS2_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111627,IS3_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111627,IS3_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111627,IS3_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111627,IS3_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111627,IS3_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111628,IS4_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111628,IS4_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111628,IS4_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111628,IS4_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111628,IS4_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111629,IS5_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111629,IS5_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111629,IS5_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111629,IS5_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111629,IS5_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111630,IS6_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111630,IS6_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111630,IS6_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111630,IS6_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111630,IS6_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111631,IS7_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111631,IS7_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111631,IS7_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111631,IS7_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111631,IS7_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111632,IS8_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111632,IS8_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111632,IS8_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111632,IS8_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111632,IS8_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111633,IS9_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111633,IS9_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111633,IS9_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111633,IS9_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111633,IS9_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111634,IS10_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111634,IS10_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111634,IS10_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111634,IS10_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111634,IS10_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111635,IS11_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111635,IS11_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111635,IS11_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111635,IS11_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111635,IS11_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111636,IS12_avg_1k0mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111636,IS12_avg_1k0mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111636,IS12_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111636,IS12_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,,111636,IS12_avg_1k0mode_acc_err_per200uA,-100,100,scaleNoScaling,%,,%1.3f,,
111637,IS2_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111637,IS2_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111637,IS2_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111637,IS2_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111637,IS2_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111638,IS3_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111638,IS3_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111638,IS3_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111638,IS3_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111638,IS3_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111639,IS4_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111639,IS4_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111639,IS4_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111639,IS4_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111639,IS4_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111640,IS5_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111640,IS5_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111640,IS5_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111640,IS5_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111640,IS5_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111641,IS6_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111641,IS6_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111641,IS6_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111641,IS6_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111641,IS6_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111642,IS7_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111642,IS7_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111642,IS7_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111642,IS7_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111642,IS7_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111643,IS8_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111643,IS8_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111643,IS8_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111643,IS8_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111643,IS8_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111644,IS9_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111644,IS9_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111644,IS9_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111644,IS9_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111644,IS9_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111645,IS10_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111645,IS10_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111645,IS10_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111645,IS10_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111645,IS10_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111646,IS11_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111646,IS11_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111646,IS11_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111646,IS11_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111646,IS11_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111647,IS12_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111647,IS12_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111647,IS12_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111647,IS12_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111647,IS12_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111648,IS13_avg_1k1mode_acc_err_per200uA,-3.5,2.25,scaleNoScaling,%,,%1.3f,,,,,111648,IS13_avg_1k1mode_acc_err_per200uA,-4.6,4.42,scaleNoScaling,%,,%1.3f,,,,,111648,IS13_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111648,IS13_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,111648,IS13_avg_1k1mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,
111649,IS1_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111649,IS1_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111649,IS1_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111649,IS1_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111649,IS1_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111650,IS2_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111650,IS2_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111650,IS2_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111650,IS2_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111650,IS2_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111651,IS3_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111651,IS3_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111651,IS3_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111651,IS3_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111651,IS3_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111652,IS4_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111652,IS4_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111652,IS4_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111652,IS4_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111652,IS4_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111653,IS5_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111653,IS5_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111653,IS5_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111653,IS5_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111653,IS5_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111654,IS6_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111654,IS6_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111654,IS6_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111654,IS6_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111654,IS6_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111655,IS7_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111655,IS7_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111655,IS7_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111655,IS7_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111655,IS7_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111656,IS8_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111656,IS8_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111656,IS8_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111656,IS8_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111656,IS8_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111657,IS9_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111657,IS9_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111657,IS9_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111657,IS9_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111657,IS9_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111658,IS10_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111658,IS10_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111658,IS10_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111658,IS10_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111658,IS10_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111659,IS11_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111659,IS11_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111659,IS11_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111659,IS11_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111659,IS11_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111660,IS12_avg_1k0mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111660,IS12_avg_1k0mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111660,IS12_avg_1k0mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111660,IS12_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,,111660,IS12_avg_1k0mode_acc_err_per300uA,-100,100,scaleNoScaling,%,,%1.3f,,
111661,IS2_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111661,IS2_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111661,IS2_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111661,IS2_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111661,IS2_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111662,IS3_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111662,IS3_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111662,IS3_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111662,IS3_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111662,IS3_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111663,IS4_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111663,IS4_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111663,IS4_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111663,IS4_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111663,IS4_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111664,IS5_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111664,IS5_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111664,IS5_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111664,IS5_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111664,IS5_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111665,IS6_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111665,IS6_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111665,IS6_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111665,IS6_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111665,IS6_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111666,IS7_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111666,IS7_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111666,IS7_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111666,IS7_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111666,IS7_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111667,IS8_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111667,IS8_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111667,IS8_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111667,IS8_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111667,IS8_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111668,IS9_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111668,IS9_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111668,IS9_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111668,IS9_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111668,IS9_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111669,IS10_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111669,IS10_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111669,IS10_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111669,IS10_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111669,IS10_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111670,IS11_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111670,IS11_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111670,IS11_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111670,IS11_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111670,IS11_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111671,IS12_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111671,IS12_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111671,IS12_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111671,IS12_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111671,IS12_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
